Date,State,Crop,StorageType,ColdStorage,DelayHours,StorageLoss
2026-09-02,Haryana,Fruits,Cold,1,46.67,33.67
2023-04-13,Karnataka,Fruits,Normal,0,5.18,5.82
2025-07-19,Maharashtra,Cereals,Open,0,3.67,1.52
2023-04-22,Jharkhand,Fruits,Open,0,13.62,27.75
2024-04-13,Bihar,Vegetables,Open,0,5.55,5.55
2023-08-24,Kerala,Vegetables,Cold,1,6.29,2.12
2025-02-24,Himachal Pradesh,Vegetables,Open,0,100.44,193.0
2023-09-29,Tamil Nadu,Pulses,Normal,0,8.57,3.96
2026-01-26,Andhra Pradesh,Vegetables,Open,0,4.52,5.33
2024-11-17,Maharashtra,Vegetables,Open,0,4.16,5.28
2025-01-24,Madhya Pradesh,Fruits,Cold,1,34.54,29.64
2024-11-06,Nagaland,Fruits,Open,0,26.99,62.18
2026-03-04,Tamil Nadu,Fruits,Normal,0,20.99,26.51
2025-12-17,Sikkim,Vegetables,Normal,0,48.53,46.32
2023-11-08,Telangana,Pulses,Cold,1,44.71,10.55
2026-12-02,Chhattisgarh,Cereals,Normal,0,4.28,0.95
2023-01-03,Arunachal Pradesh,Cereals,Normal,0,8.82,2.42
2025-11-30,Manipur,Cereals,Normal,0,17.28,6.03
2024-09-03,Manipur,Cereals,Cold,1,20.85,3.55
2026-02-10,Punjab,Fruits,Normal,0,3.34,2.48
2025-10-03,Jharkhand,Fruits,Normal,0,24.51,40.17
2023-05-04,Mizoram,Cereals,Open,0,11.28,5.14
2026-08-02,Karnataka,Fruits,Cold,1,16.72,10.94
2026-05-09,Punjab,Pulses,Normal,0,7.41,2.56
2025-03-16,Himachal Pradesh,Cereals,Normal,0,4.43,1.04
2026-01-28,Odisha,Vegetables,Normal,0,1.04,0.82
2025-09-23,Uttar Pradesh,Cereals,Normal,0,55.84,19.81
2026-12-03,Bihar,Fruits,Open,0,12.77,26.19
2026-05-06,Tripura,Pulses,Cold,1,26.7,6.51
2024-09-20,Maharashtra,Cereals,Cold,1,40.08,9.16
2023-02-01,Haryana,Cereals,Normal,0,29.99,9.06
2025-08-20,Uttar Pradesh,Vegetables,Open,0,11.37,14.1
2025-07-05,Odisha,Vegetables,Normal,0,25.72,31.52
2023-09-07,Assam,Fruits,Cold,1,6.32,3.67
2024-06-04,Rajasthan,Cereals,Open,0,32.75,25.14
2026-02-21,Madhya Pradesh,Fruits,Normal,0,3.48,3.36
2026-09-20,Sikkim,Cereals,Open,0,23.62,9.15
2023-01-13,Odisha,Vegetables,Normal,0,21.49,25.62
2026-12-14,Maharashtra,Pulses,Normal,0,20.94,10.18
2023-09-23,Goa,Fruits,Normal,0,6.63,8.58
2023-02-25,Odisha,Cereals,Cold,1,14.71,3.14
2026-07-12,Assam,Cereals,Cold,1,2.98,0.36
2024-05-03,West Bengal,Pulses,Normal,0,3.39,1.27
2024-08-03,Bihar,Fruits,Open,0,40.36,95.52
2024-05-20,Uttar Pradesh,Fruits,Normal,0,5.39,5.88
2024-08-19,Manipur,Vegetables,Open,0,7.31,8.68
2026-04-26,Arunachal Pradesh,Fruits,Normal,0,5.15,5.45
2025-04-10,Assam,Vegetables,Normal,0,26.8,26.32
2026-05-24,West Bengal,Pulses,Normal,0,1.67,0.48
2025-10-15,Gujarat,Fruits,Cold,1,10.98,7.1
2024-08-30,Meghalaya,Vegetables,Open,0,2.68,2.89
2026-04-27,Meghalaya,Cereals,Cold,1,53.91,8.42
2026-03-07,Nagaland,Vegetables,Normal,0,7.72,6.7
2023-03-20,Goa,Pulses,Open,0,12.85,7.86
2023-12-21,Nagaland,Fruits,Cold,1,0.45,0.2
2026-05-26,Manipur,Vegetables,Open,0,6.91,8.81
2025-12-28,Mizoram,Cereals,Normal,0,25.64,9.49
2026-08-09,Odisha,Fruits,Open,0,11.73,29.96
2026-06-20,Mizoram,Cereals,Open,0,2.62,0.81
2026-07-01,Haryana,Fruits,Cold,1,10.64,6.66
2026-08-17,Telangana,Vegetables,Normal,0,52.75,62.52
2025-02-18,Nagaland,Vegetables,Normal,0,2.38,1.76
2026-09-30,Manipur,Cereals,Open,0,3.9,1.16
2025-12-15,West Bengal,Vegetables,Normal,0,9.15,8.69
2023-04-08,Himachal Pradesh,Pulses,Cold,1,7.37,1.5
2024-11-22,Meghalaya,Cereals,Open,0,5.59,1.88
2024-01-10,Arunachal Pradesh,Cereals,Open,0,39.19,21.57
2023-09-02,Karnataka,Pulses,Normal,0,22.35,12.05
2024-08-10,Kerala,Vegetables,Normal,0,6.56,4.95
2023-04-27,Mizoram,Vegetables,Normal,0,23.99,23.84
2023-03-20,Punjab,Pulses,Normal,0,2.23,0.58
2025-01-13,Tripura,Cereals,Open,0,51.59,27.71
2025-01-23,Uttar Pradesh,Fruits,Normal,0,9.99,11.61
2023-04-07,West Bengal,Pulses,Cold,1,33.66,8.89
2024-09-10,Chhattisgarh,Pulses,Cold,1,1.89,0.31
2023-04-13,Bihar,Vegetables,Open,0,45.78,59.43
2026-02-11,Rajasthan,Vegetables,Cold,1,54.2,42.44
2025-04-17,West Bengal,Pulses,Open,0,4.67,2.39
2025-11-06,Haryana,Pulses,Normal,0,34.82,17.58
2026-04-03,Arunachal Pradesh,Cereals,Normal,0,1.44,0.29
2024-06-23,Gujarat,Vegetables,Normal,0,10.86,8.12
2025-03-09,Madhya Pradesh,Fruits,Normal,0,4.86,4.91
2024-05-31,Meghalaya,Fruits,Open,0,23.5,46.53
2024-02-21,Odisha,Vegetables,Open,0,8.18,13.58
2025-04-09,Meghalaya,Vegetables,Open,0,1.24,1.13
2024-05-07,Bihar,Fruits,Cold,1,8.82,6.29
2024-02-21,Mizoram,Vegetables,Open,0,1.9,2.0
2023-01-25,Uttar Pradesh,Fruits,Normal,0,18.86,26.96
2024-10-05,Arunachal Pradesh,Cereals,Cold,1,76.9,13.56
2026-01-06,Rajasthan,Fruits,Cold,1,4.84,3.65
2023-08-08,Maharashtra,Cereals,Normal,0,40.71,19.34
2024-02-17,Andhra Pradesh,Vegetables,Normal,0,5.62,3.86
2026-03-28,Haryana,Pulses,Normal,0,28.53,14.04
2023-01-28,Karnataka,Cereals,Cold,1,52.8,10.3
2023-01-25,Rajasthan,Vegetables,Cold,1,7.82,4.92
2023-06-07,Himachal Pradesh,Cereals,Open,0,126.66,71.98
2026-05-18,Tamil Nadu,Fruits,Normal,0,2.77,2.65
2024-06-28,Himachal Pradesh,Cereals,Normal,0,10.5,3.39
2024-07-01,Andhra Pradesh,Vegetables,Cold,1,25.82,11.24
2023-04-17,Madhya Pradesh,Cereals,Normal,0,12.01,3.47
2024-11-26,Maharashtra,Pulses,Normal,0,0.73,0.29
2026-10-16,Haryana,Cereals,Normal,0,18.48,5.59
2023-05-09,Goa,Cereals,Open,0,62.03,31.83
2023-08-12,West Bengal,Cereals,Open,0,8.46,3.34
2025-12-31,Punjab,Pulses,Cold,1,1.38,0.17
2023-10-26,Nagaland,Fruits,Open,0,13.45,21.7
2023-03-21,Mizoram,Fruits,Normal,0,11.49,16.42
2023-10-23,Uttarakhand,Vegetables,Cold,1,1.73,0.54
2024-04-19,Assam,Fruits,Open,0,90.57,240.08
2024-05-06,Manipur,Cereals,Normal,0,7.74,1.95
2026-11-27,West Bengal,Cereals,Cold,1,2.49,0.26
2026-11-21,Assam,Vegetables,Normal,0,10.24,8.38
2026-04-25,Odisha,Fruits,Open,0,64.17,197.36
2024-02-07,Arunachal Pradesh,Vegetables,Normal,0,41.46,39.48
2023-05-04,Punjab,Vegetables,Open,0,10.49,10.52
2023-06-08,Maharashtra,Fruits,Cold,1,8.45,6.47
2026-10-03,Meghalaya,Cereals,Normal,0,2.25,0.58
2026-10-23,Jharkhand,Fruits,Normal,0,6.79,7.66
2023-08-25,Kerala,Fruits,Cold,1,6.63,4.08
2023-09-10,Rajasthan,Pulses,Normal,0,16.02,11.89
2025-06-04,Odisha,Fruits,Normal,0,9.65,13.68
2025-05-07,Nagaland,Cereals,Open,0,0.42,0.12
2023-08-09,Bihar,Vegetables,Cold,1,32.63,17.45
2024-11-05,Tamil Nadu,Fruits,Open,0,5.71,10.54
2024-04-12,Andhra Pradesh,Pulses,Cold,1,3.06,0.61
2025-09-17,Manipur,Cereals,Open,0,11.2,4.09
2026-09-12,Assam,Vegetables,Normal,0,5.98,4.54
2023-08-07,Punjab,Cereals,Normal,0,21.94,5.14
2023-08-21,Uttarakhand,Vegetables,Normal,0,3.54,2.29
2023-02-05,Karnataka,Pulses,Cold,1,1.32,0.19
2025-03-19,Maharashtra,Fruits,Normal,0,31.3,54.72
2024-09-26,Assam,Cereals,Normal,0,28.8,9.36
2024-03-15,Haryana,Cereals,Cold,1,7.04,1.05
2026-02-23,Karnataka,Pulses,Open,0,97.75,80.09
2024-09-19,Odisha,Cereals,Normal,0,3.92,1.32
2023-02-24,Arunachal Pradesh,Pulses,Normal,0,3.41,1.18
2025-10-16,Tamil Nadu,Pulses,Normal,0,17.27,9.09
2025-03-31,Odisha,Cereals,Cold,1,10.52,2.12
2023-05-02,Chhattisgarh,Fruits,Cold,1,37.09,25.04
2025-10-10,Bihar,Cereals,Normal,0,25.18,9.0
2023-04-25,Maharashtra,Vegetables,Open,0,1.3,1.32
2023-09-24,Goa,Pulses,Cold,1,8.6,1.62
2026-12-27,Odisha,Vegetables,Cold,1,13.68,6.98
2025-06-02,Manipur,Fruits,Cold,1,104.08,88.07
2026-03-31,Kerala,Vegetables,Open,0,39.18,51.55
2026-08-11,Kerala,Pulses,Normal,0,19.66,9.85
2026-11-10,West Bengal,Cereals,Normal,0,2.18,0.56
2025-12-06,Nagaland,Vegetables,Cold,1,12.14,4.52
2026-02-18,Uttar Pradesh,Fruits,Normal,0,40.56,71.64
2023-07-18,Kerala,Pulses,Normal,0,9.59,3.65
2023-09-24,Manipur,Vegetables,Open,0,5.59,5.47
2026-02-11,Uttar Pradesh,Cereals,Open,0,15.58,6.88
2023-11-06,Mizoram,Cereals,Cold,1,16.23,2.47
2023-08-11,Tripura,Fruits,Open,0,32.49,75.41
2026-11-17,Karnataka,Vegetables,Normal,0,1.81,1.3
2026-07-13,Uttar Pradesh,Vegetables,Normal,0,37.86,36.77
2026-09-13,Tamil Nadu,Pulses,Normal,0,28.05,11.85
2024-06-24,Bihar,Cereals,Cold,1,16.32,2.59
2026-04-17,Jharkhand,Pulses,Cold,1,13.54,2.71
2024-03-26,Chhattisgarh,Cereals,Cold,1,43.97,7.51
2025-02-05,Tripura,Vegetables,Normal,0,50.4,57.7
2023-11-13,Gujarat,Pulses,Normal,0,32.82,18.97
2024-01-07,Haryana,Fruits,Cold,1,1.87,0.94
2023-01-24,Odisha,Vegetables,Normal,0,13.49,14.52
2024-10-01,Maharashtra,Fruits,Cold,1,3.33,2.02
2026-01-19,Gujarat,Pulses,Cold,1,5.43,1.17
2023-12-23,Manipur,Pulses,Normal,0,8.9,4.13
2023-03-01,Goa,Vegetables,Open,0,29.94,44.0
2023-03-17,Mizoram,Fruits,Normal,0,3.36,3.09
2023-01-03,Tripura,Fruits,Normal,0,4.33,4.38
2026-12-03,Arunachal Pradesh,Cereals,Open,0,4.86,1.66
2026-01-11,Tamil Nadu,Vegetables,Normal,0,2.5,1.5
2025-07-08,Mizoram,Vegetables,Cold,1,9.09,4.12
2024-12-02,Sikkim,Pulses,Normal,0,12.52,5.39
2024-07-06,Maharashtra,Fruits,Normal,0,10.15,13.7
2026-03-24,Haryana,Vegetables,Open,0,12.41,13.39
2025-01-27,Andhra Pradesh,Cereals,Normal,0,16.59,4.58
2023-05-09,Odisha,Pulses,Cold,1,6.22,1.47
2024-11-07,Punjab,Cereals,Cold,1,6.64,0.7
2023-11-25,Manipur,Pulses,Cold,1,6.04,1.34
2023-02-26,Maharashtra,Cereals,Open,0,1.38,0.48
2024-01-05,Punjab,Fruits,Cold,1,42.83,23.9
2025-12-07,Nagaland,Cereals,Cold,1,30.09,5.03
2025-10-24,Andhra Pradesh,Fruits,Cold,1,17.08,10.38
2025-01-13,West Bengal,Fruits,Open,0,7.58,13.46
2026-08-25,Sikkim,Cereals,Normal,0,16.2,4.84
2023-04-26,Punjab,Vegetables,Open,0,36.52,42.58
2026-12-21,Arunachal Pradesh,Vegetables,Cold,1,8.43,3.63
2024-04-17,Odisha,Vegetables,Cold,1,32.16,21.42
2025-05-07,Assam,Vegetables,Normal,0,1.75,1.3
2025-01-04,Madhya Pradesh,Fruits,Normal,0,28.22,41.3
2026-05-13,Punjab,Cereals,Open,0,26.83,8.39
2025-08-01,Assam,Vegetables,Open,0,17.49,23.12
2025-08-12,Arunachal Pradesh,Fruits,Cold,1,5.61,3.72
2024-09-19,Odisha,Cereals,Cold,1,6.67,1.3
2023-10-06,Bihar,Fruits,Normal,0,11.37,15.76
2026-08-18,Mizoram,Fruits,Normal,0,9.83,12.72
2023-05-29,Rajasthan,Fruits,Cold,1,15.52,15.27
2026-02-21,Uttar Pradesh,Fruits,Normal,0,3.09,3.62
2024-08-22,Karnataka,Cereals,Cold,1,4.59,0.64
2024-12-19,Kerala,Cereals,Open,0,3.54,1.12
2025-05-14,West Bengal,Cereals,Open,0,1.83,0.5
2024-09-21,Manipur,Pulses,Normal,0,11.06,4.52
2026-02-01,Haryana,Cereals,Normal,0,5.29,1.18
2025-01-08,Tamil Nadu,Pulses,Open,0,4.85,2.53
2026-09-17,Bihar,Fruits,Normal,0,4.19,4.1
2023-10-06,Himachal Pradesh,Cereals,Open,0,11.37,3.97
2025-11-29,Kerala,Fruits,Normal,0,7.59,8.05
2026-10-11,Goa,Cereals,Open,0,33.5,17.67
2024-11-24,Gujarat,Fruits,Normal,0,15.07,22.52
2025-10-05,Andhra Pradesh,Fruits,Normal,0,6.33,8.53
2025-06-28,Meghalaya,Fruits,Open,0,26.58,53.67
2025-06-21,Tripura,Fruits,Open,0,19.82,41.45
2024-09-11,Goa,Fruits,Cold,1,48.02,37.86
2026-06-01,Karnataka,Vegetables,Open,0,15.25,18.4
2024-10-19,Kerala,Vegetables,Normal,0,15.31,12.34
2025-09-02,Gujarat,Vegetables,Cold,1,14.25,7.24
2026-12-28,Andhra Pradesh,Cereals,Cold,1,6.18,0.77
2026-05-30,Uttarakhand,Pulses,Normal,0,24.79,13.11
2026-10-18,Manipur,Pulses,Open,0,4.46,2.24
2025-05-23,Uttarakhand,Cereals,Cold,1,13.24,2.23
2026-12-03,Mizoram,Fruits,Cold,1,6.49,3.39
2026-04-03,Tripura,Vegetables,Open,0,9.34,11.45
2025-04-16,Jharkhand,Cereals,Cold,1,19.23,3.37
2025-05-17,Goa,Fruits,Open,0,5.79,8.07
2026-04-15,Mizoram,Fruits,Normal,0,59.79,90.88
2024-04-15,Bihar,Fruits,Normal,0,21.82,31.57
2025-07-25,Nagaland,Cereals,Cold,1,4.66,0.61
2025-07-15,Uttar Pradesh,Vegetables,Normal,0,25.89,22.86
2026-08-24,Meghalaya,Pulses,Cold,1,61.59,18.21
2023-04-22,Madhya Pradesh,Vegetables,Cold,1,18.53,7.34
2023-03-24,Meghalaya,Pulses,Cold,1,22.93,6.21
2025-03-18,Bihar,Cereals,Cold,1,21.68,3.88
2025-06-15,West Bengal,Fruits,Open,0,106.07,276.7
2026-04-08,Uttarakhand,Cereals,Normal,0,9.02,2.15
2025-09-15,Meghalaya,Cereals,Normal,0,1.29,0.27
2024-06-19,Andhra Pradesh,Fruits,Open,0,17.08,29.07
2023-11-15,Odisha,Pulses,Cold,1,14.53,4.31
2026-05-04,Tamil Nadu,Vegetables,Open,0,9.34,12.59
2024-07-13,Karnataka,Vegetables,Normal,0,30.34,26.13
2023-12-18,West Bengal,Fruits,Normal,0,4.56,5.33
2023-04-27,Jharkhand,Cereals,Normal,0,37.05,11.54
2025-04-17,Chhattisgarh,Pulses,Normal,0,9.0,3.21
2025-05-07,Sikkim,Fruits,Normal,0,28.96,38.86
2026-08-31,Assam,Pulses,Normal,0,15.78,7.56
2025-07-12,Chhattisgarh,Vegetables,Normal,0,1.77,1.01
2024-03-12,Gujarat,Vegetables,Normal,0,1.9,1.19
2023-03-17,Punjab,Cereals,Normal,0,40.54,10.74
2024-10-11,West Bengal,Vegetables,Open,0,49.96,79.84
2023-07-19,Gujarat,Fruits,Open,0,2.15,3.45
2025-02-02,Andhra Pradesh,Pulses,Open,0,17.22,12.39
2025-02-08,Bihar,Cereals,Normal,0,22.8,7.84
2023-03-22,Manipur,Fruits,Normal,0,21.99,34.78
2024-07-27,Haryana,Pulses,Open,0,5.32,3.27
2023-04-01,Goa,Vegetables,Cold,1,7.23,2.91
2024-04-21,Haryana,Pulses,Normal,0,3.03,1.06
2026-01-18,Odisha,Fruits,Cold,1,6.51,4.67
2025-10-21,Mizoram,Pulses,Cold,1,9.37,1.73
2023-12-19,Telangana,Fruits,Normal,0,7.78,10.19
2025-07-15,Himachal Pradesh,Fruits,Normal,0,69.31,109.88
2023-06-23,Jharkhand,Vegetables,Cold,1,8.79,3.28
2025-05-02,Karnataka,Pulses,Open,0,8.97,4.7
2023-09-26,Maharashtra,Pulses,Open,0,6.11,3.59
2023-06-13,Himachal Pradesh,Cereals,Cold,1,24.04,4.08
2025-06-14,Gujarat,Pulses,Cold,1,3.78,0.71
2024-06-05,Chhattisgarh,Fruits,Cold,1,16.04,10.92
2025-04-01,Manipur,Pulses,Open,0,6.38,3.08
2024-08-28,Uttar Pradesh,Fruits,Normal,0,2.35,2.5
2026-03-28,Sikkim,Vegetables,Open,0,9.73,10.28
2025-05-29,Andhra Pradesh,Pulses,Cold,1,5.09,1.01
2025-06-27,Uttar Pradesh,Pulses,Cold,1,40.13,11.73
2025-02-20,Chhattisgarh,Fruits,Normal,0,2.22,2.47
2026-01-10,Madhya Pradesh,Pulses,Cold,1,42.91,9.73
2025-01-01,Nagaland,Vegetables,Normal,0,2.17,1.26
2023-04-30,Kerala,Fruits,Open,0,16.36,31.04
2024-02-01,Chhattisgarh,Vegetables,Cold,1,15.88,7.95
2026-06-08,Chhattisgarh,Fruits,Normal,0,33.07,56.85
2025-06-29,Andhra Pradesh,Cereals,Open,0,11.52,4.31
2024-05-28,Tripura,Fruits,Normal,0,2.19,2.27
2023-11-01,Assam,Fruits,Normal,0,10.97,15.26
2024-02-20,Tamil Nadu,Vegetables,Normal,0,30.07,30.53
2026-01-03,Arunachal Pradesh,Cereals,Normal,0,21.06,7.0
2026-03-01,Punjab,Vegetables,Cold,1,0.73,0.16
2025-01-04,Haryana,Vegetables,Normal,0,28.7,28.46
2023-06-29,Arunachal Pradesh,Pulses,Normal,0,43.27,24.78
2026-07-03,Tripura,Vegetables,Open,0,81.21,114.37
2024-10-14,Goa,Cereals,Normal,0,9.4,2.53
2026-12-08,Gujarat,Vegetables,Normal,0,0.61,0.35
2026-10-10,Himachal Pradesh,Cereals,Normal,0,7.54,1.87
2026-12-11,Karnataka,Pulses,Normal,0,15.3,6.57
2023-10-10,Haryana,Fruits,Normal,0,12.19,14.75
2026-07-19,Jharkhand,Vegetables,Open,0,3.84,4.17
2025-10-17,Uttar Pradesh,Fruits,Normal,0,5.3,6.43
2025-08-15,Odisha,Cereals,Normal,0,17.18,6.25
2025-09-03,Jharkhand,Cereals,Normal,0,0.7,0.13
2026-12-24,Manipur,Vegetables,Cold,1,15.79,8.16
2025-04-02,West Bengal,Vegetables,Normal,0,19.36,16.78
2025-04-17,Uttarakhand,Pulses,Open,0,4.67,2.13
2025-04-25,Chhattisgarh,Cereals,Normal,0,3.32,0.74
2026-10-13,Meghalaya,Pulses,Cold,1,23.1,4.83
2026-03-16,Rajasthan,Cereals,Cold,1,14.22,3.4
2023-08-05,Rajasthan,Cereals,Cold,1,15.25,3.19
2023-09-18,Goa,Fruits,Normal,0,32.48,50.32
2026-10-10,Karnataka,Vegetables,Open,0,2.18,2.31
2026-05-11,Maharashtra,Fruits,Cold,1,3.87,2.42
2025-06-28,West Bengal,Pulses,Open,0,3.86,2.19
2026-11-30,Uttarakhand,Fruits,Cold,1,19.61,14.44
2025-06-05,Odisha,Pulses,Open,0,5.02,3.0
2023-05-24,Chhattisgarh,Vegetables,Open,0,3.93,4.49
2024-03-31,Andhra Pradesh,Pulses,Cold,1,4.77,0.78
2025-12-02,Chhattisgarh,Pulses,Normal,0,5.12,1.85
2025-03-18,Karnataka,Cereals,Open,0,14.86,5.46
2023-01-09,West Bengal,Cereals,Normal,0,14.28,4.78
2024-04-18,Goa,Fruits,Open,0,9.85,17.39
2026-06-04,Telangana,Fruits,Normal,0,52.91,83.24
2025-06-14,Manipur,Fruits,Cold,1,9.56,5.9
2024-02-22,Meghalaya,Fruits,Normal,0,13.28,16.19
2025-06-12,Chhattisgarh,Cereals,Normal,0,3.73,0.82
2023-12-31,Uttar Pradesh,Pulses,Normal,0,2.99,1.1
2024-09-17,Uttarakhand,Vegetables,Cold,1,7.82,3.67
2025-08-08,Madhya Pradesh,Fruits,Cold,1,11.54,6.7
2024-10-07,Haryana,Pulses,Open,0,43.2,35.23
2025-08-06,Odisha,Vegetables,Normal,0,23.53,33.57
2023-10-29,Manipur,Vegetables,Open,0,4.19,4.06
2025-06-20,Jharkhand,Fruits,Normal,0,21.86,34.37
2026-07-27,Chhattisgarh,Pulses,Open,0,26.35,17.2
2024-09-15,Madhya Pradesh,Fruits,Cold,1,31.31,20.85
2025-06-20,Goa,Pulses,Cold,1,42.21,11.41
2025-12-04,Rajasthan,Pulses,Normal,0,7.67,4.39
2026-10-07,Assam,Pulses,Normal,0,33.3,14.39
2026-02-15,Maharashtra,Fruits,Open,0,45.29,132.85
2025-11-11,Arunachal Pradesh,Fruits,Open,0,27.54,53.89
2024-08-31,Sikkim,Fruits,Cold,1,37.59,27.56
2026-11-29,Gujarat,Vegetables,Open,0,35.96,49.83
2023-09-28,Meghalaya,Fruits,Cold,1,4.74,2.76
2023-03-31,Himachal Pradesh,Cereals,Cold,1,60.75,11.11
2024-11-22,Punjab,Fruits,Normal,0,10.14,8.84
2026-09-13,Odisha,Fruits,Cold,1,1.6,1.08
2026-11-07,Telangana,Vegetables,Cold,1,15.42,7.91
2023-06-26,Punjab,Vegetables,Normal,0,10.74,7.04
2024-11-27,Tamil Nadu,Cereals,Cold,1,26.84,4.2
2024-04-08,Kerala,Cereals,Cold,1,24.87,3.68
2024-03-01,Andhra Pradesh,Vegetables,Open,0,28.91,40.5
2023-07-30,Meghalaya,Fruits,Normal,0,73.08,140.99
2024-12-09,Punjab,Fruits,Normal,0,6.13,6.07
2024-06-17,Chhattisgarh,Vegetables,Open,0,31.02,38.18
2025-08-19,Gujarat,Cereals,Cold,1,9.14,1.1
2026-07-23,Haryana,Pulses,Cold,1,6.57,1.4
2026-09-27,Jharkhand,Fruits,Cold,1,0.58,0.24
2023-01-18,Haryana,Fruits,Normal,0,3.27,3.2
2025-12-15,Chhattisgarh,Pulses,Cold,1,4.46,0.94
2024-01-14,Manipur,Vegetables,Cold,1,10.98,4.46
2025-09-25,Maharashtra,Cereals,Normal,0,0.91,0.19
2024-02-03,Bihar,Vegetables,Open,0,4.16,4.48
2024-04-19,Tripura,Fruits,Open,0,11.96,19.15
2023-10-21,Uttar Pradesh,Fruits,Open,0,12.58,23.82
2024-04-16,Tripura,Cereals,Open,0,22.65,11.24
2026-05-10,Arunachal Pradesh,Pulses,Cold,1,14.54,3.69
2025-10-04,Chhattisgarh,Pulses,Open,0,16.72,9.63
2025-12-28,Kerala,Pulses,Cold,1,25.64,7.18
2026-12-04,Tamil Nadu,Cereals,Normal,0,5.58,1.56
2024-04-15,Gujarat,Vegetables,Normal,0,7.07,5.2
2025-01-27,Assam,Fruits,Open,0,6.84,10.64
2025-07-09,Uttarakhand,Cereals,Open,0,7.33,2.74
2024-09-20,Odisha,Pulses,Open,0,6.57,5.31
2026-08-29,West Bengal,Pulses,Normal,0,2.1,0.75
2023-07-29,Punjab,Vegetables,Cold,1,3.97,1.34
2025-05-11,Andhra Pradesh,Pulses,Normal,0,11.75,5.44
2025-01-10,Punjab,Fruits,Normal,0,0.79,0.6
2025-07-01,Meghalaya,Pulses,Open,0,4.66,2.17
2023-05-08,Gujarat,Cereals,Cold,1,30.9,5.74
2026-10-03,Tamil Nadu,Cereals,Normal,0,2.83,0.62
2025-08-04,Goa,Vegetables,Cold,1,4.61,1.64
2026-05-08,Kerala,Vegetables,Cold,1,2.26,0.73
2026-05-02,Gujarat,Cereals,Normal,0,2.43,0.6
2025-12-09,Madhya Pradesh,Vegetables,Normal,0,4.98,4.18
2026-03-11,Manipur,Fruits,Open,0,2.26,3.11
2025-07-11,Madhya Pradesh,Vegetables,Normal,0,17.37,17.12
2023-06-10,Himachal Pradesh,Pulses,Normal,0,5.2,1.74
2023-04-03,Sikkim,Cereals,Open,0,17.73,6.57
2023-07-05,Maharashtra,Pulses,Cold,1,2.55,0.57
2026-09-01,Tamil Nadu,Fruits,Open,0,13.12,26.62
2025-03-26,Telangana,Pulses,Open,0,10.33,6.87
2024-03-11,Goa,Vegetables,Normal,0,17.87,16.7
2024-07-16,Sikkim,Cereals,Normal,0,28.79,9.06
2026-07-17,Nagaland,Cereals,Normal,0,12.62,3.69
2024-08-05,Uttarakhand,Fruits,Open,0,2.74,4.12
2023-06-19,Assam,Vegetables,Normal,0,5.7,4.32
2023-05-27,Andhra Pradesh,Cereals,Open,0,2.12,0.64
2025-06-07,Odisha,Fruits,Normal,0,24.56,47.11
2023-05-08,Himachal Pradesh,Fruits,Cold,1,17.24,13.67
2023-12-02,Chhattisgarh,Cereals,Open,0,17.24,7.2
2024-01-26,West Bengal,Pulses,Open,0,7.52,3.74
2024-08-06,Maharashtra,Vegetables,Normal,0,36.21,41.26
2026-08-27,Assam,Fruits,Cold,1,8.64,6.02
2023-07-07,Meghalaya,Fruits,Normal,0,27.13,37.35
2024-06-12,Assam,Fruits,Normal,0,28.58,48.44
2025-01-27,Odisha,Vegetables,Normal,0,12.0,15.44
2026-05-03,Odisha,Vegetables,Normal,0,25.38,28.39
2023-07-13,Telangana,Pulses,Normal,0,80.1,46.25
2023-02-17,Arunachal Pradesh,Cereals,Open,0,24.03,10.63
2024-10-16,Tamil Nadu,Pulses,Normal,0,22.69,10.59
2026-08-28,Haryana,Cereals,Normal,0,32.59,11.08
2025-08-03,Tamil Nadu,Vegetables,Normal,0,8.9,8.3
2024-01-08,Punjab,Pulses,Normal,0,29.66,11.74
2026-04-03,Jharkhand,Pulses,Open,0,28.76,17.42
2026-05-22,Madhya Pradesh,Fruits,Normal,0,3.15,3.1
2025-02-11,Tamil Nadu,Vegetables,Normal,0,19.65,18.2
2025-08-03,Kerala,Pulses,Normal,0,9.61,4.56
2025-04-27,Madhya Pradesh,Vegetables,Cold,1,2.27,0.69
2023-01-31,Tamil Nadu,Fruits,Open,0,10.86,22.33
2025-01-26,Goa,Fruits,Open,0,16.86,30.73
2024-10-29,Haryana,Fruits,Open,0,5.4,9.9
2023-10-26,West Bengal,Cereals,Open,0,11.77,4.48
2025-12-28,Uttarakhand,Fruits,Cold,1,3.95,2.16
2026-04-29,Haryana,Vegetables,Normal,0,12.03,9.09
2025-05-01,Bihar,Cereals,Open,0,24.84,10.47
2025-09-02,Chhattisgarh,Pulses,Normal,0,28.55,15.85
2023-10-28,Meghalaya,Vegetables,Cold,1,0.78,0.24
2024-11-11,Maharashtra,Pulses,Cold,1,11.12,2.47
2024-06-22,Telangana,Cereals,Normal,0,1.68,0.39
2024-12-24,Karnataka,Vegetables,Open,0,2.68,2.4
2023-04-04,Maharashtra,Vegetables,Normal,0,11.19,10.3
2024-11-23,Gujarat,Cereals,Cold,1,3.95,0.55
2023-11-06,Uttarakhand,Vegetables,Normal,0,3.56,2.26
2026-03-23,Arunachal Pradesh,Fruits,Normal,0,8.32,9.3
2024-07-20,Nagaland,Pulses,Cold,1,35.68,9.42
