State,Crop,Date,Rainfall,Production_MT,ProductionRisk
Madhya Pradesh,Vegetables,2025-08-03,1000,57.475158814841855,42.524841185158145
Bihar,Cereals,2024-11-04,1100,61.462625291671905,38.537374708328095
Punjab,Vegetables,2025-05-20,650,61.2519435902006,38.7480564097994
Gujarat,Vegetables,2024-12-05,800,62.99269443194819,37.00730556805181
Uttarakhand,Pulses,2026-10-19,1500,27.725210683567017,72.27478931643299
Uttar Pradesh,Cereals,2025-08-26,900,62.36281350398657,37.63718649601343
Assam,Cereals,2026-02-06,2000,13.79471444276734,86.20528555723266
Telangana,Fruits,2023-02-18,900,62.600876563143814,37.399123436856186
Rajasthan,Vegetables,2025-02-11,300,26.9314837424942,73.06851625750579
Gujarat,Cereals,2025-08-01,800,86.1567662087456,13.843233791254406
Andhra Pradesh,Fruits,2025-06-27,1000,46.40566243272781,53.59433756727219
Sikkim,Fruits,2023-03-21,1800,17.161261420771048,82.83873857922896
Nagaland,Pulses,2026-05-28,2100,5.418766994269446,94.58123300573055
Odisha,Fruits,2025-09-27,1500,35.034354756230265,64.96564524376973
Manipur,Pulses,2025-08-28,2200,3.546606609264065,96.45339339073594
Nagaland,Pulses,2026-04-14,2100,4.866211589165864,95.13378841083414
Goa,Fruits,2023-09-20,3000,0.09909985181973051,99.90090014818027
Nagaland,Pulses,2026-06-01,2100,5.127215632967093,94.8727843670329
Haryana,Pulses,2024-08-30,650,48.91908177801726,51.08091822198274
Assam,Fruits,2026-08-27,2000,8.7338065737231,91.2661934262769
Rajasthan,Pulses,2024-01-19,300,21.634129652966514,78.36587034703348
Chhattisgarh,Cereals,2025-05-03,1300,62.74313479258678,37.25686520741322
Kerala,Cereals,2024-05-13,3000,0.17813147366792512,99.82186852633207
Jharkhand,Vegetables,2023-04-09,1400,38.14838232523679,61.85161767476321
Himachal Pradesh,Vegetables,2025-07-16,1600,33.01055095499586,66.98944904500414
Uttarakhand,Cereals,2024-05-26,1500,44.62995512261761,55.37004487738239
Madhya Pradesh,Vegetables,2025-07-16,1000,64.8695941720656,35.130405827934396
Madhya Pradesh,Fruits,2026-03-26,1000,57.214610306901626,42.785389693098374
Sikkim,Vegetables,2024-05-10,1800,16.555903754793505,83.4440962452065
Telangana,Fruits,2023-08-09,900,50.50603762080466,49.49396237919534
Tamil Nadu,Fruits,2026-07-16,1000,54.21252441666165,45.78747558333835
Maharashtra,Cereals,2023-09-10,900,83.79650525369742,16.20349474630258
Nagaland,Pulses,2025-06-04,2100,5.080564415138498,94.9194355848615
Himachal Pradesh,Pulses,2023-01-26,1600,21.522223546948627,78.47777645305138
Chhattisgarh,Cereals,2026-10-29,1300,60.94942950446382,39.05057049553618
Karnataka,Fruits,2023-03-06,950,49.737608144844955,50.262391855155045
Gujarat,Cereals,2025-11-22,800,76.73217604575838,23.26782395424162
Rajasthan,Pulses,2023-09-03,300,19.850687650539108,80.1493123494609
Haryana,Cereals,2024-01-23,650,85.64934503708909,14.350654962910909
Punjab,Fruits,2026-02-23,650,57.82483814855313,42.17516185144687
Telangana,Fruits,2024-06-17,900,59.95030012405504,40.04969987594496
Arunachal Pradesh,Fruits,2025-07-08,2800,0.2685196151605887,99.73148038483941
Mizoram,Pulses,2026-03-26,2400,1.7249606357428167,98.27503936425718
Maharashtra,Vegetables,2023-08-30,900,61.46731726882588,38.53268273117412
Himachal Pradesh,Vegetables,2023-12-01,1600,31.651177320321555,68.34882267967845
Manipur,Pulses,2024-04-23,2200,3.9527290752581243,96.04727092474188
Uttar Pradesh,Vegetables,2023-02-28,900,60.877143872108654,39.122856127891346
Andhra Pradesh,Pulses,2024-07-29,1000,45.78454098533956,54.21545901466044
Arunachal Pradesh,Vegetables,2026-04-17,2800,0.3563204973550037,99.643679502645
Bihar,Pulses,2026-01-03,1100,33.49362987521367,66.50637012478633
Nagaland,Cereals,2026-06-30,2100,9.221082811699235,90.77891718830077
Mizoram,Fruits,2026-01-18,2400,1.9689236867071664,98.03107631329283
Himachal Pradesh,Fruits,2023-08-06,1600,26.52047115056531,73.47952884943469
Maharashtra,Fruits,2025-02-11,900,64.84045399739398,35.15954600260602
Madhya Pradesh,Pulses,2024-09-13,1000,48.48831782663531,51.51168217336469
Nagaland,Cereals,2024-02-01,2100,8.680276629791885,91.31972337020811
Himachal Pradesh,Pulses,2025-08-13,1600,22.79891442991376,77.20108557008624
Maharashtra,Vegetables,2025-08-01,900,75.98036344630839,24.019636553691612
Chhattisgarh,Vegetables,2024-07-08,1300,46.15221111276584,53.84778888723416
Odisha,Vegetables,2023-09-28,1500,36.564916195243754,63.435083804756246
Chhattisgarh,Vegetables,2025-12-12,1300,54.041843720122394,45.958156279877606
Maharashtra,Pulses,2026-03-08,900,56.419876805781705,43.580123194218295
Chhattisgarh,Fruits,2025-12-10,1300,37.635809676971355,62.364190323028645
Uttarakhand,Pulses,2023-03-09,1500,23.812064084598248,76.18793591540175
Kerala,Vegetables,2026-12-07,3000,0.16257688861698502,99.83742311138302
Kerala,Fruits,2023-01-10,3000,0.10666137856949574,99.8933386214305
Telangana,Cereals,2026-10-12,900,75.27247512628023,24.727524873719773
Bihar,Pulses,2025-02-15,1100,35.67777798909141,64.32222201090859
Manipur,Pulses,2026-12-25,2200,4.143868399502859,95.85613160049714
Manipur,Pulses,2023-05-28,2200,3.789231848854686,96.21076815114532
Tripura,Pulses,2026-04-06,2300,2.9554789998832374,97.04452100011676
Uttar Pradesh,Cereals,2025-03-09,900,78.09806896237873,21.901931037621267
Karnataka,Pulses,2026-12-09,950,53.50129911280882,46.49870088719118
Chhattisgarh,Vegetables,2023-05-23,1300,55.87953044385786,44.12046955614214
Uttarakhand,Cereals,2026-04-06,1500,50.5671783898118,49.4328216101882
Kerala,Pulses,2023-05-02,3000,0.10571854780156327,99.89428145219844
Haryana,Fruits,2026-01-19,650,56.03883143078864,43.96116856921136
Mizoram,Vegetables,2026-04-04,2400,2.3527739594113837,97.64722604058862
West Bengal,Pulses,2025-04-24,1600,21.775806111826,78.224193888174
Madhya Pradesh,Vegetables,2025-02-19,1000,56.43035936039379,43.56964063960621
Gujarat,Pulses,2026-08-10,800,51.68573114544693,48.31426885455307
Jharkhand,Vegetables,2024-02-22,1400,46.16994638531764,53.83005361468236
Manipur,Pulses,2024-01-06,2200,4.207750331020038,95.79224966897996
Uttar Pradesh,Pulses,2023-08-23,900,38.87982691672317,61.12017308327683
Telangana,Fruits,2024-02-01,900,56.35534985540453,43.64465014459547
Tamil Nadu,Pulses,2025-02-15,1000,46.8151070488915,53.1848929511085
Manipur,Pulses,2026-04-10,2200,4.273778909256121,95.72622109074388
Mizoram,Vegetables,2024-10-23,2400,2.45824813615668,97.54175186384332
West Bengal,Vegetables,2024-01-28,1600,31.151687577418073,68.84831242258193
Rajasthan,Cereals,2023-10-30,300,35.817405549870806,64.18259445012919
Jharkhand,Cereals,2025-04-26,1400,45.97211724599096,54.02788275400904
Maharashtra,Pulses,2024-03-11,900,48.847563488611804,51.152436511388196
Meghalaya,Cereals,2026-04-16,2600,1.3525827637756416,98.64741723622436
Tamil Nadu,Cereals,2025-02-17,1000,67.1801909950716,32.8198090049284
Meghalaya,Pulses,2023-04-17,2600,0.6603508144448825,99.33964918555512
Uttar Pradesh,Cereals,2024-02-20,900,70.34790504709625,29.652094952903752
Odisha,Cereals,2026-04-12,1500,46.46047937289407,53.53952062710593
West Bengal,Vegetables,2024-02-01,1600,30.580855874313436,69.41914412568656
Uttarakhand,Cereals,2023-05-11,1500,47.619859587939246,52.380140412060754
Maharashtra,Fruits,2023-02-24,900,54.08961367713863,45.91038632286137
Bihar,Pulses,2024-05-08,1100,33.698805938495525,66.30119406150448
Telangana,Vegetables,2023-01-21,900,64.48046909409256,35.519530905907445
Tamil Nadu,Cereals,2025-03-25,1000,73.5324004773462,26.4675995226538
Telangana,Fruits,2023-11-12,900,64.17898884629031,35.82101115370969
Chhattisgarh,Fruits,2026-05-27,1300,35.53363626040633,64.46636373959367
Andhra Pradesh,Pulses,2026-11-30,1000,43.0379490959048,56.9620509040952
Andhra Pradesh,Vegetables,2023-11-10,1000,58.77585401513797,41.22414598486203
Nagaland,Fruits,2026-06-01,2100,5.5122738052629385,94.48772619473706
Sikkim,Vegetables,2025-04-20,1800,18.201708961129192,81.79829103887081
Manipur,Cereals,2024-04-28,2200,7.136495117006749,92.86350488299325
West Bengal,Pulses,2026-06-22,1600,23.306244144195308,76.6937558558047
Karnataka,Fruits,2025-01-19,950,50.83707078296666,49.16292921703334
Tamil Nadu,Pulses,2025-06-22,1000,50.832015250940344,49.167984749059656
Chhattisgarh,Cereals,2023-12-11,1300,55.129651752644534,44.870348247355466
Goa,Pulses,2025-05-10,3000,0.10687730105140165,99.8931226989486
Meghalaya,Pulses,2026-04-10,2600,0.6657519335109844,99.33424806648901
Manipur,Fruits,2023-05-27,2200,5.035366636198983,94.96463336380101
Tamil Nadu,Cereals,2023-08-23,1000,76.02134314770605,23.978656852293952
Rajasthan,Fruits,2024-03-15,300,25.56355414003717,74.43644585996283
Gujarat,Pulses,2023-08-12,800,50.49020758310719,49.50979241689281
Tripura,Cereals,2024-04-05,2300,3.84728725319538,96.15271274680462
Meghalaya,Vegetables,2026-11-11,2600,0.9568728319487654,99.04312716805123
Tripura,Cereals,2025-07-28,2300,3.8343150321306703,96.16568496786932
Himachal Pradesh,Pulses,2024-07-17,1600,23.25443938636272,76.74556061363728
Gujarat,Vegetables,2023-05-08,800,76.15407195815983,23.845928041840168
Tripura,Fruits,2025-10-16,2300,2.673413236166965,97.32658676383303
Jharkhand,Vegetables,2024-10-14,1400,42.98239281320242,57.01760718679758
Kerala,Vegetables,2024-06-01,3000,0.12713580930271823,99.87286419069729
Manipur,Pulses,2024-03-05,2200,4.09341221736175,95.90658778263825
Goa,Pulses,2026-05-16,3000,0.09789841330600826,99.90210158669399
Punjab,Vegetables,2023-01-01,650,80.17020568716627,19.829794312833727
Tripura,Fruits,2026-12-27,2300,3.1584137191754933,96.8415862808245
Kerala,Fruits,2026-03-17,3000,0.12911339160467378,99.87088660839532
Sikkim,Fruits,2023-02-18,1800,18.257248317304512,81.74275168269548
Manipur,Fruits,2024-07-06,2200,5.234386437503831,94.76561356249617
Kerala,Fruits,2024-02-27,3000,0.12379436947060937,99.87620563052938
Arunachal Pradesh,Cereals,2024-02-27,2800,0.35186022668916783,99.64813977331083
Sikkim,Pulses,2023-03-09,1800,14.510300719067073,85.48969928093292
Mizoram,Vegetables,2024-07-23,2400,2.6738542390862965,97.3261457609137
Rajasthan,Vegetables,2023-05-09,300,26.361893401972143,73.63810659802786
Madhya Pradesh,Pulses,2024-04-02,1000,48.83191774945256,51.16808225054744
Uttarakhand,Cereals,2024-10-15,1500,41.202934582590736,58.797065417409264
Gujarat,Cereals,2026-04-07,800,75.64568022232848,24.35431977767152
Nagaland,Cereals,2024-11-07,2100,9.015296057026623,90.98470394297338
Punjab,Fruits,2025-06-03,650,56.0678145553381,43.9321854446619
Maharashtra,Cereals,2023-07-19,900,79.7001481266108,20.2998518733892
Punjab,Cereals,2025-08-28,650,78.49713272363958,21.50286727636042
Telangana,Fruits,2025-10-18,900,49.448744919183355,50.551255080816645
Telangana,Cereals,2025-09-02,900,81.59993142159684,18.400068578403165
Mizoram,Fruits,2023-09-16,2400,1.7232458162542663,98.27675418374574
Uttarakhand,Cereals,2026-08-26,1500,45.781082349430896,54.218917650569104
Himachal Pradesh,Vegetables,2023-03-07,1600,28.955376562911056,71.04462343708894
Odisha,Pulses,2025-10-28,1500,28.70943210999668,71.29056789000332
Karnataka,Fruits,2025-11-30,950,50.61727873058158,49.38272126941842
Meghalaya,Vegetables,2023-02-18,2600,1.0454861366771484,98.95451386332284
Gujarat,Cereals,2024-07-12,800,68.19847765904174,31.801522340958257
Assam,Cereals,2023-04-02,2000,12.226221547350328,87.77377845264968
Odisha,Vegetables,2023-12-09,1500,39.05445370999584,60.94554629000416
Punjab,Pulses,2024-01-30,650,55.55545719305497,44.44454280694503
Punjab,Pulses,2023-06-12,650,54.52056312431243,45.47943687568757
Jharkhand,Pulses,2024-10-03,1400,29.531737127293272,70.46826287270673
Maharashtra,Vegetables,2023-06-03,900,67.09557182690136,32.90442817309864
Uttar Pradesh,Fruits,2023-07-05,900,44.9292735009321,55.0707264990679
Bihar,Pulses,2024-09-29,1100,34.63429647430825,65.36570352569174
Manipur,Cereals,2024-07-06,2200,6.740225298449661,93.25977470155034
Assam,Fruits,2024-05-16,2000,9.83684275530486,90.16315724469514
Uttarakhand,Fruits,2025-04-05,1500,33.11366695376283,66.88633304623717
Karnataka,Fruits,2025-01-09,950,50.11534561733696,49.88465438266304
Madhya Pradesh,Fruits,2026-04-29,1000,56.62845059353959,43.37154940646041
Maharashtra,Cereals,2025-07-27,900,95.5043344288824,4.495665571117598
Karnataka,Pulses,2024-02-21,950,44.10980793122073,55.89019206877927
Tripura,Cereals,2026-08-31,2300,4.829642950354419,95.17035704964559
Sikkim,Pulses,2025-03-29,1800,12.733121855684537,87.26687814431546
Mizoram,Fruits,2025-12-26,2400,2.15944388740467,97.84055611259532
Sikkim,Cereals,2025-03-26,1800,26.039217549413895,73.96078245058611
Chhattisgarh,Vegetables,2026-02-21,1300,53.2906972283917,46.7093027716083
Arunachal Pradesh,Vegetables,2025-03-06,2800,0.3616935941424454,99.63830640585755
Himachal Pradesh,Fruits,2023-09-26,1600,30.10573928826513,69.89426071173487
Mizoram,Vegetables,2025-12-27,2400,2.490393185451103,97.5096068145489
Gujarat,Cereals,2026-01-25,800,79.00292800742993,20.99707199257007
Kerala,Pulses,2026-03-28,3000,0.09123741988943056,99.90876258011058
Goa,Vegetables,2024-03-23,3000,0.1570315013954222,99.84296849860458
Bihar,Vegetables,2025-05-12,1100,54.3110802489626,45.6889197510374
Assam,Vegetables,2025-03-12,2000,10.991166236993376,89.00883376300662
Tamil Nadu,Pulses,2024-07-27,1000,48.998167881429644,51.001832118570356
Kerala,Vegetables,2023-01-09,3000,0.16655575815150334,99.8334442418485
West Bengal,Fruits,2026-10-12,1600,26.009704356012193,73.9902956439878
Bihar,Cereals,2026-06-17,1100,56.14065051814911,43.85934948185089
Uttarakhand,Pulses,2023-04-17,1500,24.624419726692274,75.37558027330772
Arunachal Pradesh,Fruits,2026-11-16,2800,0.3017651813797066,99.69823481862029
Punjab,Fruits,2026-04-03,650,54.39989080185982,45.60010919814018
Uttarakhand,Fruits,2024-12-15,1500,29.554257647337725,70.44574235266228
Uttarakhand,Vegetables,2026-07-05,1500,37.095825926355204,62.904174073644796
Himachal Pradesh,Cereals,2025-05-02,1600,42.41236822537323,57.58763177462677
Odisha,Vegetables,2023-07-15,1500,38.05928911988378,61.94071088011622
Bihar,Pulses,2026-04-21,1100,42.3224910754077,57.6775089245923
Rajasthan,Vegetables,2026-05-29,300,30.892994613632947,69.10700538636705
Himachal Pradesh,Vegetables,2024-02-13,1600,31.757205428185124,68.24279457181487
Arunachal Pradesh,Cereals,2026-01-05,2800,0.43478745873933927,99.56521254126066
Haryana,Pulses,2025-08-24,650,43.97696624293894,56.02303375706106
Sikkim,Fruits,2023-10-19,1800,15.734441568153642,84.26555843184636
Uttar Pradesh,Vegetables,2026-05-16,900,65.12597408988236,34.87402591011764
Sikkim,Fruits,2024-01-15,1800,15.950250795629614,84.04974920437039
Jharkhand,Vegetables,2025-10-03,1400,44.47327199519653,55.52672800480347
Mizoram,Pulses,2024-02-18,2400,1.4748128319284486,98.52518716807155
Kerala,Pulses,2025-07-27,3000,0.11764197144318427,99.88235802855682
Uttarakhand,Fruits,2024-04-05,1500,27.716352816162523,72.28364718383747
Jharkhand,Fruits,2023-07-07,1400,36.02168810323064,63.97831189676936
Jharkhand,Cereals,2023-09-27,1400,51.606024469577626,48.393975530422374
Uttarakhand,Cereals,2024-06-04,1500,41.98831639841075,58.01168360158925
Tripura,Fruits,2025-05-18,2300,3.3153981791191196,96.68460182088089
Sikkim,Cereals,2026-01-08,1800,26.03075571992447,73.96924428007553
Andhra Pradesh,Fruits,2025-01-11,1000,55.73322085786945,44.26677914213055
Meghalaya,Fruits,2026-05-19,2600,0.8587677557133556,99.14123224428664
Tamil Nadu,Pulses,2024-01-27,1000,46.34542219713053,53.65457780286947
Meghalaya,Cereals,2024-05-26,2600,1.2736043318092156,98.72639566819079
Uttar Pradesh,Vegetables,2023-07-09,900,61.406772099654205,38.593227900345795
Gujarat,Pulses,2025-09-05,800,44.34161261466219,55.65838738533781
Assam,Vegetables,2026-09-16,2000,12.188615963000485,87.81138403699951
Odisha,Pulses,2024-06-13,1500,23.837550423514806,76.16244957648519
Mizoram,Pulses,2025-11-28,2400,1.6882248392666293,98.31177516073338
Punjab,Cereals,2025-05-19,650,93.92348669414534,6.076513305854661
Chhattisgarh,Fruits,2024-09-19,1300,43.832223488799144,56.167776511200856
Jharkhand,Fruits,2023-06-24,1400,33.862008234233876,66.13799176576612
Telangana,Vegetables,2025-06-08,900,66.9116589564173,33.0883410435827
Bihar,Cereals,2023-12-05,1100,67.5389105280587,32.46108947194131
Gujarat,Cereals,2026-03-27,800,80.75442363488021,19.24557636511979
Andhra Pradesh,Cereals,2024-11-29,1000,66.43245714317902,33.56754285682098
Sikkim,Pulses,2023-02-11,1800,15.438647868696012,84.56135213130399
Uttar Pradesh,Cereals,2024-11-12,900,71.38576686796365,28.614233132036347
Himachal Pradesh,Cereals,2026-06-24,1600,38.09419189447825,61.90580810552175
Jharkhand,Cereals,2025-01-07,1400,53.22101766379235,46.77898233620765
Karnataka,Pulses,2024-03-04,950,46.44149892019935,53.55850107980065
Kerala,Vegetables,2026-03-26,3000,0.1660261013776007,99.8339738986224
Tamil Nadu,Pulses,2026-11-22,1000,48.805655700335954,51.194344299664046
Goa,Cereals,2026-10-28,3000,0.14081170062692278,99.85918829937307
Maharashtra,Fruits,2026-07-31,900,65.46869133412031,34.53130866587969
Tamil Nadu,Vegetables,2024-11-17,1000,61.8574152166508,38.1425847833492
Sikkim,Cereals,2026-03-12,1800,22.82712092927066,77.17287907072934
Uttarakhand,Vegetables,2024-05-17,1500,33.74938652962344,66.25061347037655
Arunachal Pradesh,Pulses,2023-10-04,2800,0.2238851225692937,99.7761148774307
Maharashtra,Vegetables,2025-12-16,900,64.32396100779752,35.67603899220248
Kerala,Cereals,2024-12-08,3000,0.14575999986179247,99.8542400001382
Chhattisgarh,Cereals,2023-08-26,1300,65.13719845704321,34.86280154295679
Uttar Pradesh,Vegetables,2024-10-28,900,62.378583135316525,37.621416864683475
Tamil Nadu,Vegetables,2023-02-13,1000,57.060324700330256,42.939675299669744
Mizoram,Pulses,2026-04-05,2400,1.7595416893752922,98.2404583106247
Himachal Pradesh,Vegetables,2025-04-24,1600,31.91628976593807,68.08371023406193
Jharkhand,Fruits,2024-03-18,1400,31.771555656488285,68.22844434351171
Odisha,Cereals,2024-12-21,1500,43.887126577699384,56.112873422300616
Madhya Pradesh,Vegetables,2024-04-22,1000,63.64702059707842,36.35297940292158
Himachal Pradesh,Pulses,2025-02-05,1600,24.64245198585175,75.35754801414825
West Bengal,Pulses,2024-07-05,1600,22.24398692020421,77.75601307979579
Jharkhand,Vegetables,2026-03-25,1400,38.14019868979491,61.85980131020509
Gujarat,Fruits,2024-02-01,800,49.58615312346774,50.41384687653226
Kerala,Fruits,2026-12-01,3000,0.13301432657214537,99.86698567342785
Odisha,Cereals,2025-11-05,1500,38.74248536852499,61.25751463147501
Goa,Pulses,2024-01-20,3000,0.08422023169990157,99.9157797683001
Punjab,Vegetables,2024-09-21,650,67.77016378664514,32.22983621335486
Jharkhand,Cereals,2026-03-01,1400,56.838561059584954,43.161438940415046
Haryana,Cereals,2026-01-31,650,79.00596341786722,20.99403658213278
Tamil Nadu,Vegetables,2025-03-19,1000,65.4124570711403,34.587542928859705
Sikkim,Pulses,2023-06-02,1800,13.633744732380485,86.36625526761952
Karnataka,Vegetables,2024-05-23,950,62.371981471379286,37.628018528620714
Telangana,Vegetables,2026-09-12,900,76.72240989769914,23.277590102300863
Arunachal Pradesh,Vegetables,2023-06-05,2800,0.32129561536968504,99.67870438463032
Nagaland,Cereals,2023-05-17,2100,8.164119940270297,91.8358800597297
Maharashtra,Cereals,2026-01-23,900,88.73429313961971,11.265706860380291
Sikkim,Pulses,2023-08-29,1800,14.262685411033523,85.73731458896648
Rajasthan,Cereals,2024-02-25,300,36.74082715106445,63.25917284893555
Nagaland,Vegetables,2024-07-09,2100,7.425126866459294,92.5748731335407
